address,zrnr,fullname,bank_country,date,city,mac_address,latitude,date_time,language_code,pricetag,file_name,company,random_number,country,time,timezone
"Hauserstrasse 22
8531 Adliswil",JB-4913-6160-BANK,Lise Wagner,CH,2019-01-29,Dietikon,71:29:ce:db:81:c0,42.0147235,1992-02-01 18:11:55,ky,$9.45,consequuntur.jpg,"Leu, Thommen and Hafner",619895690,Sri Lanka,03:41:41,Africa/Dar_es_Salaam
"Häfligerstrasse 9
8873 Amriswil",JB-3769-0660-BANK,Alexandre Zingg,CH,2004-02-20,Schlieren,c0:74:12:86:9c:b3,-55.345412,2005-08-14 08:42:56,rw,$594.26,quod.mp3,Schwab LLC,94,Taiwan,22:37:59,Asia/Hovd
"Toblerstrasse 8
1710 Herisau",JB-7285-0304-BANK,Besarta Bader,CH,1983-04-27,Monthey,d4:32:34:fb:b6:15,-61.5820195,1970-02-24 05:34:25,ps,$649.30,distinctio.csv,Wagner LLC,65703,Estonia,11:37:37,Europe/Monaco
"Näfstrasse 4
7611 Illnau-Effretikon",JB-5142-4122-BANK,Maude Kaiser,CH,1978-08-15,Sarnen,d4:46:d8:fa:8a:ba,41.7520025,1986-12-03 01:19:13,raj,$36.67,asperiores.js,"Scherrer, Hermann and Wirz",7,Romania,19:25:24,Asia/Colombo
"Joststrasse 6
8338 Wädenswil",JB-6378-0538-BANK,Rosa Lehmann,CH,1986-11-26,Val-de-Ruz,3a:8c:30:e0:b7:63,-27.7048435,2013-06-07 22:41:51,apn,"$8,032.70",dignissimos.mp4,Bachmann-Schaller,7,Czech Republic,10:33:00,Africa/Tunis
"Toblerstrasse 15
7497 Lyss",JB-7866-0902-BANK,Ben Moser,CH,2012-01-15,Brugg,63:f2:6c:31:c4:c4,-53.8406495,1988-05-01 18:39:30,ayc,"$15,029.99",et.flac,Weber Inc,9527064,Poland,05:09:26,America/Bogota
"Spörristrasse 8
3069 Dietikon",JB-7931-6465-BANK,Till Siegrist,CH,2016-03-28,Buchs,6f:7b:d9:95:91:a5,-68.079360,1996-08-30 04:41:07,sat,"$98,205.83",corporis.csv,"Ammann, Hürlimann and Rüegg",148,Laos,10:12:19,Africa/Djibouti
"Gerberstrasse 7
3818 Binningen",JB-5990-3956-BANK,Joelle Gfeller,CH,1987-03-01,Burgdorf,a1:26:25:ef:d1:21,-82.332276,2009-10-05 05:05:07,kok,$419.59,maiores.docx,Wolf LLC,1286484,Hungary,18:25:20,Pacific/Chatham
"Suterstrasse 59
3594 Uster",JB-5707-5999-BANK,Etienne Brun,CH,1998-06-28,Sitten,5e:79:e9:01:d4:f3,5.8524275,1971-04-21 17:54:25,sid,$99.22,iusto.mov,Baumann-Hofstetter,42,Austria,17:52:03,America/Lima
"Seilerstrasse 48
2408 Hinwil",JB-6041-4385-BANK,Nancy Zingg,CH,2006-10-29,Glarus,34:7d:43:53:ef:63,-77.745202,1999-05-31 23:12:42,kk,$97.39,repellat.flac,"Ferrari, Marti and Steiger",1,Vatican City,17:23:59,America/St_Kitts
"Wirthstrasse 4
3448 Aigle",JB-5735-5936-BANK,Marek Schnyder,CH,1996-02-16,Allschwil,cb:b8:c4:1d:b9:25,-79.709805,2005-09-11 18:52:12,cmn,"$38,068.85",quod.mov,Bader-Kessler,14,Guatemala,09:34:59,Africa/Bamako
"Huberstrasse 37
7117 Zollikofen",JB-1032-2524-BANK,Sasa Ziegler,CH,2022-03-14,Pully,cf:2f:39:c6:a1:cb,34.992312,1978-12-03 05:34:56,lv,$3.22,optio.mov,Graf LLC,171,Bangladesh,13:17:57,Europe/Kiev
"Bärstrasse 26
7626 Kriens",JB-0668-7365-BANK,Kim Frey,CH,2007-10-08,Zürich,ac:19:50:2d:26:a9,-65.9846845,2000-11-25 06:37:30,th,$7.95,placeat.xlsx,Stutz and Sons,6732023,France,08:01:48,America/El_Salvador
"Schneiderstrasse 6
3107 Basel",JB-2746-7749-BANK,Ajla Schärer,CH,1990-06-08,Thalwil,7d:47:bb:30:70:d6,1.7827305,1988-03-19 01:54:40,lv,$1.95,consequuntur.mov,Stucki and Sons,8468,Kazakhstan,03:31:11,Africa/Bissau
"Wehrlistrasse 623
5495 Bassersdorf",JB-6625-3658-BANK,Alma Schürch,CH,1985-06-08,Prilly,15:1f:34:ca:64:09,55.720606,1995-10-21 21:13:56,st,"$19,065.58",facere.avi,Brun and Sons,32,Oman,00:30:47,Asia/Nicosia
"Toblerstrasse 50
4952 Muri",JB-2013-4145-BANK,Dunja Müller,CH,2010-11-18,Siders,10:73:11:27:46:a9,-23.191114,1970-11-20 15:19:04,nb,$92.85,voluptatum.flac,Schnyder-Koch,425,Comoros,16:01:45,Europe/Bratislava
"Sidlerstrasse 43
2246 Sursee",JB-4338-2018-BANK,Nicoletta Egger,CH,1971-03-31,Aesch,0d:1e:87:b4:e4:8f,29.039649,1997-07-10 12:50:50,te,"$7,941.97",adipisci.json,Bieri PLC,8379,Solomon Islands,09:46:56,America/Montevideo
"Kesslerstrasse 68
5987 Aarau",JB-1511-6021-BANK,Therese Felder,CH,2019-05-30,Muttenz,a9:9e:d8:42:7f:80,37.675208,1980-12-03 19:56:21,ca,$12.36,eos.wav,Häfliger Ltd,768741,India,03:28:07,Africa/Lome
"Meierstrasse 36
9629 Hinwil",JB-0562-1583-BANK,Gina Christen,CH,2001-11-07,Meilen,b5:f9:f7:ef:0e:86,82.799929,1991-10-25 15:18:34,ia,"$69,620.49",expedita.xls,"Steinmann, Müller and Felder",4614369,Antigua and Barbuda,12:43:20,America/Tegucigalpa
"Itenstrasse 1
1824 Solothurn",JB-3096-4114-BANK,Domingos Schmid,CH,2006-05-06,La Tour-de-Peilz,7c:49:78:b6:eb:99,46.0300455,2011-12-21 05:19:45,an,$75.29,ullam.mov,"Hürlimann, Gut and Schär",6,Malawi,05:15:50,America/El_Salvador
"Steffenstrasse 56
8360 Veyrier",JB-1543-0162-BANK,Margrith Huber,CH,1974-11-18,Val-de-Ruz,05:51:99:0d:20:f9,-28.5741605,1978-06-05 02:32:13,nb,$0.10,voluptatum.txt,Baumann-Frey,25710559,Cyprus,08:40:53,Africa/Freetown
"Wirzstrasse 89
7230 Bülach",JB-3328-7550-BANK,Marcelo Wyss,CH,1995-12-30,Locarno,c2:cc:84:9d:4b:b0,40.951427,1998-01-14 03:47:00,hne,$1.92,dolorum.mp4,Steiner-Aebi,935,Equatorial Guinea,01:14:03,Africa/Abidjan
"Meisterstrasse 23
1145 Pully",JB-6123-7198-BANK,Malgorzata Mäder,CH,1993-11-07,Illnau-Effretikon,44:f8:b0:92:bb:94,-11.0479955,1979-05-25 09:42:48,sw,$5.12,dolor.csv,Schlatter-Staub,90515241,Sweden,19:03:34,Europe/Warsaw
"Kälinstrasse 27
5032 Pully",JB-3546-7031-BANK,Giulia Blaser,CH,1978-02-23,Val-de-Ruz,08:c4:03:71:58:f3,21.7817865,1970-03-26 20:07:45,szl,"$48,504.18",similique.png,Leunberger-Fuchs,5722309,Japan,19:07:20,America/Montevideo
"Tannerstrasse 53
5507 Brig-Glis",JB-2616-7410-BANK,Gabor Lehmann,CH,1980-03-02,Wädenswil,47:0e:f5:3d:f6:48,11.664451,1993-09-29 01:01:22,wae,"$8,527.58",nihil.webm,Moser Inc,8,Mexico,06:18:28,Europe/Madrid
"Bauerstrasse 87
6153 Uzwil",JB-4399-0354-BANK,Reinhold Baumgartner,CH,1974-10-14,Spiez,b1:77:bf:f1:a3:28,-73.5472305,2004-06-11 13:21:33,km,"$90,674.68",tenetur.wav,Blaser and Sons,819516421,Malawi,10:05:30,Africa/Banjul
"Schwabstrasse 98
5959 Luzern",JB-7778-6614-BANK,Sladjana Hoffmann,CH,1970-04-27,Prilly,aa:ba:a6:4a:34:6a,35.2289605,1984-01-13 03:56:36,lzh,"$1,066.61",sunt.wav,Gut-Schär,5,Malawi,00:23:49,Africa/Bissau
"Weberstrasse 14
3053 Thalwil",JB-0859-6685-BANK,Melanie Eichenberger,CH,1985-06-28,Langenthal,6b:f2:16:c0:31:82,5.512936,1996-11-10 16:59:40,bho,"$93,486.57",debitis.mp4,Hermann-Braun,975317166,Federated States of Micronesia,21:32:21,America/St_Lucia
"Eugsterstrasse 8
6124 Meilen",JB-4860-3886-BANK,Jaël Gfeller,CH,2007-12-19,La Chaux-de-Fonds,48:9c:fb:b0:c9:4d,87.007196,2007-11-25 16:22:17,yo,"$5,768.10",quod.css,Iten PLC,63,Mauritania,04:06:11,Asia/Bahrain
"Rüeggstrasse 73
5385 Amriswil",JB-7126-6944-BANK,Viviana Albrecht,CH,2020-06-16,Volketswil,ac:50:88:8a:aa:be,-43.910509,2006-07-06 09:36:44,af,$984.07,fuga.html,"Rey, Frei and Kern",10,Philippines,12:17:59,Europe/Oslo
"Spörristrasse 89
5277 Weinfelden",JB-1372-2821-BANK,Malika Weber,CH,2023-04-19,Olten,ab:96:6c:d6:41:03,-18.6419415,2022-06-22 02:37:23,mai,$1.87,esse.mp4,Wolf-Wolf,33322,Canada,14:18:18,Asia/Riyadh
"Kesslerstrasse 45
1940 Steffisburg",JB-0103-5312-BANK,Jaqueline Bär,CH,1970-02-24,Uzwil,e6:fe:0d:4c:84:3f,76.1751185,1999-02-18 02:34:05,is,$226.74,provident.mp3,"Ziegler, Gloor and Wenger",411766,Mozambique,01:00:48,Africa/Blantyre
"Meyerstrasse 64
8967 Reinach",JB-4202-1098-BANK,Gennaro Kuhn,CH,2000-10-07,Lausanne,80:92:ed:60:20:34,-58.6791415,2000-01-22 19:56:05,mr,$634.77,facilis.webm,"Stettler, Bachmann and Hauser",11579,Spain,11:17:40,Europe/Bratislava
"Zehnderstrasse 20
3970 Hinwil",JB-1542-3622-BANK,Irène Schoch,CH,2022-05-26,Reinach,52:a5:17:1f:44:b1,-49.0778665,1970-12-16 17:13:51,sid,$574.89,dolores.mp4,"Marti, Gfeller and Lehmann",61739272,Ethiopia,18:57:24,America/Jamaica
"Blaserstrasse 16
2850 Lenzburg",JB-3344-6855-BANK,Louis Steiger,CH,2001-03-10,Oberwil,4c:82:d5:bc:96:5a,-25.1218785,2017-01-08 08:53:33,en,$0.44,deleniti.json,Hirt-Schlatter,530,Argentina,00:29:21,America/Managua
"Hofmannstrasse 2
6116 Wallisellen",JB-2385-1429-BANK,Stéphanie Stöckli,CH,1979-05-29,Payerne,1b:92:d2:c9:3e:55,65.4638905,1994-10-09 14:15:39,mni,"$26,828.29",animi.jpeg,Beck Group,703534587,Yemen,16:14:25,Europe/Riga
"Schnyderstrasse 21
1415 Kloten",JB-1490-4794-BANK,Johann Steiner,CH,1972-10-27,Dübendorf,41:c8:41:a4:45:f8,40.094600,2018-10-05 09:50:17,bn,$630.78,sapiente.ppt,Kuhn-Gross,626,Botswana,08:40:45,Europe/Brussels
"Ernistrasse 83
5060 Binningen",JB-6319-0486-BANK,Timon Schäfer,CH,2002-08-08,Rheinfelden,cc:d6:85:74:b9:b7,55.0763405,1973-11-20 04:37:18,wo,"$7,900.01",molestiae.jpeg,Gfeller and Sons,13854,Solomon Islands,11:50:02,Asia/Tehran
"Kaufmannstrasse 5
6907 Steffisburg",JB-2171-6875-BANK,Alfonso Wolf,CH,2009-05-11,Muri,5e:e9:9d:8d:5d:05,-53.7785415,1970-06-03 12:41:00,ig,"$32,630.99",atque.jpg,Blaser Ltd,99,Thailand,03:35:31,America/Guyana
"Kohlerstrasse 356
1523 Rüti",JB-2587-6374-BANK,Désirée Walter,CH,2008-06-29,La Tour-de-Peilz,99:f7:44:2f:8c:62,39.2131825,1998-03-30 12:45:18,nso,"$7,371.36",velit.xls,Giger Ltd,92,United States,03:04:59,Africa/Abidjan
"Ammannstrasse 71
3633 Thônex",JB-2730-4923-BANK,Maik Steffen,CH,2009-10-03,Urdorf,e0:64:9b:43:5b:5d,5.125927,1990-02-02 07:35:09,sat,$71.65,aliquid.txt,Hauser-Rey,3,Georgia,05:41:59,Asia/Taipei
"Gloorstrasse 49
2208 Küsnacht",JB-2525-4752-BANK,Luka Felber,CH,1991-04-07,Sarnen,b3:f7:d2:59:2f:70,62.701625,2003-03-18 18:25:48,bs,"$96,958.92",eius.pptx,Näf-Stucki,3271,Fiji,09:03:51,Asia/Bahrain
"Schumacherstrasse 917
4787 Ebikon",JB-0274-4865-BANK,Naomi Kägi,CH,1978-11-03,Brugg,fb:1f:74:f7:bd:fc,70.441237,1987-09-29 17:00:16,wa,$88.80,error.mp3,Tobler-Schoch,473,Chile,01:06:56,America/Santo_Domingo
"Brunnerstrasse 176
1425 Glarus",JB-7854-5351-BANK,Margret Meister,CH,1976-10-14,Binningen,43:fe:9d:4d:93:23,46.1623445,2010-09-14 05:02:09,ky,$56.29,ipsam.mp3,Hafner-Betschart,46,Australia,02:48:41,Africa/Luanda
"Zbindenstrasse 67
8059 Lyss",JB-2296-4708-BANK,Elise Koch,CH,2001-09-03,Mendrisio,10:1a:47:d2:64:94,-40.3172715,1999-07-04 07:52:46,bhb,$543.74,quo.mp3,Geiger PLC,2,Fiji,18:29:02,Africa/Douala
"Aebistrasse 75
4984 Illnau-Effretikon",JB-2508-1587-BANK,Murat Schwarz,CH,2016-04-16,Pully,70:c9:b8:be:19:b6,86.8715595,1970-04-08 14:42:33,sw,"$9,391.48",quisquam.pdf,Schmid-Aebi,575332,Armenia,14:24:34,Indian/Comoro
"Peterstrasse 69
8685 Belp",JB-2677-0465-BANK,Dominic Suter,CH,2014-03-20,Richterswil,ba:01:74:6a:0e:e7,-38.3203665,1983-12-31 17:07:28,lt,$64.94,impedit.webm,Peter-Staub,78,Bosnia and Herzegovina,09:35:31,Asia/Riyadh
"Grossstrasse 76
8235 Val-de-Ruz",JB-2563-6136-BANK,Labinot Hotz,CH,1978-09-22,Olten,f6:63:b6:05:be:a0,-8.112323,2015-06-23 17:21:10,apn,"$24,790.53",assumenda.mov,"Meier, Kaufmann and Hauser",16118,Egypt,14:34:02,Europe/Belgrade
"Grobstrasse 161
4726 Nyon",JB-1222-4265-BANK,Manon Hoffmann,CH,1972-05-06,Prilly,ba:f2:22:e5:c2:ed,59.466725,1977-11-22 08:12:20,wo,$22.82,possimus.mov,Käser-Widmer,846786626,Fiji,07:10:38,Europe/Zurich
"Lehmannstrasse 93
8633 Renens",JB-3187-7586-BANK,Anaïs Bucher,CH,1993-04-19,Volketswil,ff:5c:8f:62:bc:06,-48.504926,1986-11-28 11:58:10,he,"$5,676.79",quibusdam.webm,Scherrer-Müller,887779631,Yemen,20:08:03,Europe/Stockholm
"Meisterstrasse 77
9220 St. Gallen",JB-2350-3774-BANK,Yannick Lehmann,CH,2016-01-09,Monthey,ac:9c:9c:6d:61:89,-23.9658935,2018-11-29 16:22:08,ce,$305.61,blanditiis.flac,"Eichenberger, Flückiger and Vogt",3474233,Cyprus,16:42:50,Africa/Asmera
"Seilerstrasse 15
6819 Muttenz",JB-3161-7786-BANK,Stefanie Mäder,CH,1972-04-04,Spreitenbach,3d:5e:2a:cb:51:a5,41.4269875,1979-08-08 04:03:59,nn,"$79,687.58",voluptatem.tiff,Tanner-Hess,1584360,Belize,20:01:03,Asia/Gaza
"Baurstrasse 56
9561 Pfäffikon",JB-4316-7612-BANK,Maurice Seiler,CH,2000-05-31,Luzern,f9:16:e6:c4:79:b1,78.952238,1997-11-04 11:12:25,cv,"$52,652.74",occaecati.odt,Vogt-Erni,1,Dominican Republic,15:39:26,Europe/Bratislava
"Geigerstrasse 65
1638 Zürich",JB-7252-5255-BANK,Claudia Frey,CH,1982-06-17,Horw,80:af:57:98:33:3e,41.7645265,2010-08-21 03:15:04,sid,$28.12,rerum.tiff,Winkler-Wüthrich,2,Trinidad and Tobago,16:58:44,America/Tegucigalpa
"Schmidstrasse 18
3320 Gossau",JB-5276-4494-BANK,Finn Baur,CH,1982-06-06,Einsiedeln,74:2d:be:47:f5:ef,39.103064,1979-04-28 14:07:07,et,"$79,264.30",quisquam.docx,Hasler-Schnyder,61,Greece,08:43:08,Asia/Tbilisi
"Bucherstrasse 9
6940 Münsingen",JB-7710-4663-BANK,Günther Thommen,CH,2005-06-05,Rüti,49:5a:70:14:79:9f,73.4699675,1973-01-10 22:35:13,kn,$7.89,voluptatibus.txt,Gloor-Bieri,2232833,San Marino,15:48:08,Europe/Vatican
"Bolligerstrasse 884
4753 Münsingen",JB-5793-1360-BANK,Evelyn Widmer,CH,1976-02-07,Neuhausen,b1:c6:86:3c:e9:30,-45.522203,1971-05-24 10:18:23,sc,$2.22,debitis.mp3,Hess Group,17825,Armenia,01:12:01,Asia/Hovd
"Bärstrasse 2
5530 Lyss",JB-3602-1540-BANK,Aurore Widmer,CH,2022-04-20,Köniz,10:66:c4:ad:f6:40,-77.627204,2018-07-18 05:19:57,ms,$6.78,quo.doc,"Wirz, Lehmann and Meili",2799372,The Gambia,10:59:14,America/Merida
"Langstrasse 63
3598 Lugano",JB-2188-2172-BANK,Hana Lehmann,CH,2018-03-23,Bernex,4a:54:03:ed:2d:14,2.616146,1984-12-08 18:36:30,hsb,$6.33,alias.png,Rüegg PLC,944,Senegal,00:35:07,Asia/Muscat
"Schenkstrasse 4
8891 Illnau-Effretikon",JB-1481-0563-BANK,Metin Koch,CH,2004-10-08,Schwyz,af:be:5e:46:a2:85,41.3506265,2016-05-15 16:30:40,lg,$893.59,natus.js,Vogt-Berger,6,Indonesia,07:36:35,Africa/Djibouti
"Suterstrasse 41
9625 Sursee",JB-1426-7610-BANK,Mark Kern,CH,1985-09-25,Freienbach,bc:56:d8:3e:3c:64,-58.785495,2002-01-04 20:38:10,pl,"$8,817.35",iste.jpeg,Jenni-Baumgartner,595786408,Algeria,02:03:03,Asia/Rangoon
"Probststrasse 365
6377 Monthey",JB-7897-5862-BANK,Adnan Moser,CH,1973-09-11,Chêne-Bougeries,24:ed:8a:07:ca:9c,-15.868358,1999-01-12 16:43:26,es,$56.55,facilis.jpeg,Probst Inc,962,Niger,17:19:35,Europe/Athens
"Kernstrasse 79
6475 Oberwil",JB-1357-1557-BANK,Radmila Baumann,CH,2020-09-26,Solothurn,95:63:01:65:09:99,37.9750605,2015-01-18 18:15:32,yue,$40.88,quam.xlsx,Schneider-Seiler,64404251,Senegal,14:58:27,Africa/Kigali
"Mäderstrasse 41
5387 Risch",JB-7413-5065-BANK,Predrag Leu,CH,2023-04-27,Kloten,43:cc:f6:e9:63:b3,-34.290026,2009-05-31 13:37:32,unm,$2.90,mollitia.png,Hirt LLC,986710,Bosnia and Herzegovina,04:28:53,America/Mazatlan
"Moserstrasse 107
5114 Maur",JB-7286-2609-BANK,Mimoza Rey,CH,2016-12-04,Yverdon-les-Bains,6e:06:62:c0:cb:04,-9.874202,2010-09-12 02:32:56,pl,"$43,978.30",rerum.json,"Siegrist, Käser and Vogel",73924,Oman,16:27:35,Europe/Luxembourg
"Furrerstrasse 74
2309 Zofingen",JB-6622-0489-BANK,Yolanda Schäfer,CH,2014-11-19,Luzern,10:21:a9:6d:54:1b,73.124710,2000-09-03 03:46:44,fil,$28.62,culpa.json,Zingg-Hermann,55,Kuwait,17:23:00,Africa/Blantyre
"Kuhnstrasse 14
7897 Zollikofen",JB-4418-0224-BANK,Hassan Studer,CH,1990-12-22,Bellinzona,fc:00:ec:85:01:0a,22.660172,2002-06-13 08:02:22,csb,$891.14,sapiente.css,"Pfister, Schlatter and Seiler",35883501,Bulgaria,21:17:35,Pacific/Efate
"Vogelstrasse 30
2693 Chêne-Bougeries",JB-6791-3038-BANK,Yves Häfliger,CH,1985-10-25,Belp,90:4a:e6:91:08:ac,9.2346265,2007-07-26 05:07:19,ro,$398.81,quam.mp3,Zehnder Inc,254,Trinidad and Tobago,19:57:28,Asia/Baku
"Kälinstrasse 55
2700 Amriswil",JB-7323-6143-BANK,Geneviève Hofmann,CH,1983-09-24,Aesch,0b:83:16:06:3f:2e,1.925171,2000-03-15 12:07:14,km,"$8,525.55",eveniet.css,"Christen, Vogt and Koch",460179,Croatia,12:42:48,Africa/Khartoum
"Probststrasse 8
9170 La Chaux-de-Fonds",JB-7856-7146-BANK,Meinrad Thommen,CH,2016-08-20,Davos,50:de:71:5e:6d:af,-78.415931,2003-01-25 23:33:00,byn,$646.96,aperiam.avi,Zbinden and Sons,9688,Sierra Leone,07:10:04,America/St_Vincent
"Hoferstrasse 360
8253 Wetzikon",JB-2650-6921-BANK,Ivica Christen,CH,1990-07-17,Wetzikon,04:b6:ad:70:a8:d3,22.755641,1989-08-21 05:24:27,ak,"$86,386.78",vel.png,Bachmann Ltd,0,United Kingdom,20:44:26,Africa/Luanda
"Wirzstrasse 748
5059 Aesch",JB-6838-5730-BANK,Hakan Wolf,CH,2013-01-14,Winterthur,f6:8b:30:df:8a:2f,11.2162875,1972-05-26 23:21:26,csb,$273.15,laborum.tiff,"Bühler, Mettler and Zürcher",508972,Zambia,13:54:21,Asia/Baghdad
"Fischerstrasse 771
2025 Einsiedeln",JB-7477-1168-BANK,Maurin Bättig,CH,1982-06-30,Münsingen,e9:80:ef:b7:80:db,-69.696893,2006-04-24 21:57:43,yo,$37.77,voluptas.tiff,"Senn, Leu and Kessler",75908058,Federated States of Micronesia,04:50:12,America/Guyana
"Toblerstrasse 12
5423 Martigny",JB-6475-0282-BANK,Ludwig Staub,CH,1989-10-14,Belp,27:77:fe:81:41:a6,-64.286938,1992-07-21 13:00:32,fo,$62.79,quaerat.png,Studer-Walter,37,Burkina Faso,22:04:25,America/El_Salvador
"Müllerstrasse 25
7541 Opfikon",JB-3884-4218-BANK,Gianni Maier,CH,1988-02-03,Morges,e5:b1:aa:ea:17:be,39.8924605,2010-08-05 14:58:38,apn,$885.21,reiciendis.flac,Tobler LLC,55561,Grenada,21:01:28,Pacific/Easter
"Eggerstrasse 14
3094 Carouge",JB-1064-5870-BANK,Cláudia Koch,CH,1970-11-30,Ostermundigen,1f:30:f2:c5:ff:fd,62.1755715,1977-05-14 19:59:50,en,$981.97,fuga.mp4,"Stettler, Wyss and Arnold",999,Vietnam,02:30:30,Europe/Andorra
"Hodelstrasse 4
1350 Münchenbuchsee",JB-5651-3997-BANK,Susanne Steffen,CH,1984-03-27,Regensdorf,7a:c7:c7:7e:a7:1d,43.053703,1988-11-01 07:56:45,el,$20.83,ea.json,Ziegler and Sons,9579,Zambia,19:08:01,Asia/Calcutta
"Baderstrasse 4
9413 Spiez",JB-4443-1781-BANK,Hana Schlatter,CH,2012-08-09,Langenthal,ba:21:0d:4a:b8:64,-74.2498695,1996-02-22 02:52:05,ru,$80.66,dolore.key,"Moser, Beck and Steffen",9987,Democratic Republic of the Congo,18:58:37,Asia/Calcutta
"Benzstrasse 738
5801 Winterthur",JB-1497-1880-BANK,Ian Wolf,CH,2005-08-28,Suhr,7b:60:29:fd:d3:36,29.928745,1987-01-24 17:59:12,lo,$642.04,ipsa.mov,Berger and Sons,6,Federated States of Micronesia,09:13:48,Pacific/Kiritimati
"Steffenstrasse 28
3042 Bernex",JB-6893-6882-BANK,Agnes Bättig,CH,2022-08-04,St. Gallen,c7:70:6b:dc:42:a4,19.841585,1973-06-14 06:35:51,as,$5.77,repellendus.bmp,Moser Group,1899,Nigeria,10:33:53,Africa/Lubumbashi
"Wagnerstrasse 4
5894 Morges",JB-2964-0191-BANK,Philip Flückiger,CH,2021-07-01,Arth,13:d5:77:bf:a8:4b,-24.7384025,1994-12-03 19:38:25,ku,"$26,119.82",reprehenderit.mp3,Zbinden Ltd,28240,Gabon,00:10:42,Atlantic/Azores
"Knechtstrasse 51
5472 Kriens",JB-3706-1345-BANK,Asia Steiger,CH,2011-02-08,Spreitenbach,9f:60:6c:0b:66:46,-3.867167,1989-10-18 16:15:20,mn,"$4,182.46",praesentium.mp3,Zehnder-Wagner,3756,Romania,10:53:50,Asia/Baghdad
"Widmerstrasse 88
3066 Villars-sur-Glâne",JB-3538-3443-BANK,Hansjörg Frei,CH,1998-11-13,Davos,22:f8:4a:a6:d7:7a,44.254966,2000-06-06 04:53:33,kok,$6.84,fuga.avi,Leunberger-Gasser,58431,Georgia,21:04:47,Pacific/Palau
"Wehrlistrasse 28
3564 Nyon",JB-5073-6413-BANK,Wilfried Zehnder,CH,1981-10-10,Horgen,f8:97:76:9f:3a:53,-37.7724435,1972-11-02 03:19:28,uk,$213.60,consequatur.ppt,"Fehr, Eugster and Meier",1409758,Iraq,17:18:07,America/Guatemala
"Haslerstrasse 6
7973 Romanshorn",JB-3941-5093-BANK,Stephan Schmid,CH,1997-03-13,Ostermundigen,1e:3c:a9:bc:74:08,-36.769097,2002-05-12 20:47:13,fur,"$5,159.63",molestias.pdf,Steffen-Giger,7938,Hungary,03:22:36,Africa/Nouakchott
"Wengerstrasse 90
7220 Gossau",JB-4447-3580-BANK,Margaret Schneider,CH,2022-12-07,Mendrisio,90:64:88:5f:cc:8b,43.6489855,1975-05-25 07:27:48,ss,"$17,588.67",perspiciatis.odp,Meier LLC,7807,Saudi Arabia,12:26:59,Asia/Colombo
"Steigerstrasse 13
6705 Wädenswil",JB-6875-6753-BANK,Luigi Aebi,CH,1998-05-03,Schwyz,92:ff:5e:41:16:61,8.6869775,1994-05-02 07:29:16,csb,"$27,092.47",incidunt.mov,Zehnder-Schweizer,77,Japan,23:56:56,Europe/Vilnius
"Hodelstrasse 81
6885 Kreuzlingen",JB-5015-5642-BANK,Erion Kunz,CH,1986-05-25,Monthey,46:6b:74:94:a1:6d,34.856588,2003-09-30 06:02:54,bn,"$6,507.94",eveniet.tiff,Ritter Ltd,0,Palau,05:49:08,Asia/Tashkent
"Stuckistrasse 2
3253 Reinach",JB-2419-5120-BANK,Antoinette Schumacher,CH,2014-03-31,Wetzikon,df:05:18:90:9f:b6,10.708487,2022-07-05 05:16:07,bo,$0.31,repudiandae.tiff,Weibel-Felber,73,Moldova,22:21:45,Africa/Cairo
"Zürcherstrasse 6
2219 Sursee",JB-3327-0835-BANK,Timothy Hürlimann,CH,2015-06-08,Neuenburg,42:58:e5:f4:aa:13,5.694141,2005-02-08 09:06:38,ckb,$90.38,ipsa.flac,Meili PLC,6333354,Greece,16:18:56,Europe/Tallinn
"Mäderstrasse 86
1658 Glarus",JB-1496-5938-BANK,Claude Wettstein,CH,2010-05-01,Küsnacht,12:3f:79:01:d9:8f,-49.8045585,2009-07-23 01:14:28,fo,$652.14,deserunt.mp3,Hotz-Kern,6367,Mozambique,18:01:51,America/Regina
"Spörristrasse 8
1242 Dübendorf",JB-0354-6483-BANK,Ensar Senn,CH,1972-12-22,Regensdorf,5b:11:08:db:91:3f,30.3742445,2013-12-19 11:28:36,sr,$768.63,voluptatum.wav,Meyer-Stadelmann,172,Zambia,09:58:12,America/Noronha
"Tannerstrasse 99
7536 Binningen",JB-7664-0378-BANK,Fred Wirz,CH,1993-02-27,Zollikofen,70:e1:72:57:0c:e1,72.8255025,2010-03-03 21:09:54,am,$879.32,odit.avi,Martin Inc,2368,Federated States of Micronesia,11:27:57,Europe/Belgrade
"Bianchistrasse 79
2500 Allschwil",JB-4015-7003-BANK,Ramiz Jenni,CH,2014-10-24,Freienbach,99:25:a0:8c:67:3c,-9.438546,1995-12-10 21:00:26,is,$288.89,eum.avi,Grob-Bättig,5846070,Finland,03:24:32,America/Mexico_City
"Forsterstrasse 29
6259 Thun",JB-7559-2275-BANK,Mattia Iten,CH,2020-04-25,Hinwil,4e:86:d2:10:ec:6d,75.6651525,1974-08-07 03:20:10,te,$393.01,assumenda.webm,"Ott, Lehmann and Felber",4957,Democratic Republic of the Congo,15:38:26,Africa/Accra
"Forsterstrasse 99
2541 Plan-les-Ouates",JB-3995-7518-BANK,Jérôme Frick,CH,2002-08-22,Langenthal,0e:e1:30:7f:0b:3a,9.6529955,1998-09-26 19:44:24,sid,$270.69,eaque.wav,Stalder Group,0,Jamaica,20:15:06,Pacific/Kiritimati
