phone,fullname,address,date,timezone,mac_address,random_number,longitude,bank_country,pricetag,city,iso8601,latitude
+41 0776787344,Ingrid Wenger,"Fischerstrasse 519
5159 La Chaux-de-Fonds",1986-10-11,America/St_Lucia,47:f4:d2:ca:59:b6,165,-70.246826,CH,"$94,310.58",Illnau-Effretikon,1974-10-22T08:03:55,64.856062
+41 762353651,Hans-Jürgen Michel,"Mäderstrasse 92
1509 Siders",1972-10-04,Africa/Asmera,50:09:38:29:49:e7,4712185,61.021971,CH,$473.03,Allschwil,1974-05-02T05:03:34,74.104201
+41 0782380673,Matilde Leunberger,"Burristrasse 79
1103 Buchs",1982-12-06,Pacific/Guadalcanal,f7:f0:ac:76:5e:26,84,-126.509112,CH,"$2,944.65",Ecublens,1978-03-17T05:52:04,12.116354
0791814821,Noëmi Vogel,"Favrestrasse 67
7480 Neuhausen",1987-12-22,Europe/Vienna,c0:b4:8a:91:af:ad,721,78.883139,CH,$384.23,Küsnacht,2015-05-03T03:54:58,-20.088862
+41(0)764677597,Emre Küng,"Gigerstrasse 9
8250 Küsnacht",2023-02-10,Asia/Colombo,70:63:e9:d6:66:04,346,-70.606383,CH,$12.96,Rüti,1994-06-05T02:45:59,59.231724
+41793746680,Alina Wyss,"Hauserstrasse 4
6025 Cham",1998-12-12,Europe/Amsterdam,7b:77:f4:17:98:54,5099,-154.127243,CH,$693.10,Flawil,2016-06-22T12:11:17,62.7656985
0794017426,Marietta Staub,"Joststrasse 6
3663 Emmen",2013-07-03,Europe/Tirane,f1:18:a7:3d:38:17,865,138.279570,CH,$158.04,Grenchen,1992-01-14T21:27:32,31.9362195
+41 766332706,Oskar Bachmann,"Schmidtstrasse 571
4783 Genf",1970-11-30,Asia/Beirut,91:6d:f9:8b:b7:c2,14,-3.056242,CH,$45.41,Männedorf,1984-08-21T22:55:52,-61.961819
+41(0)761417232,Fatime Weber,"Rothstrasse 48
7576 Aarau",2016-06-10,Europe/Copenhagen,06:19:b0:36:ae:d9,18097467,-122.166754,CH,$168.24,Sitten,2013-08-18T06:24:53,89.7583275
+410796583431,Ina Schwarz,"Ackermannstrasse 626
7420 Muttenz",2017-03-31,Europe/Kiev,71:d1:e9:fe:a5:aa,383675841,135.778499,CH,$980.49,Wil,2000-11-06T19:57:30,42.1218365
+41 781951104,Axel Meyer,"Wüthrichstrasse 225
8375 Luzern",2010-09-10,Asia/Qatar,01:84:b3:f0:91:ee,577149,1.951335,CH,$756.35,Morges,2022-07-30T06:45:20,55.184488
+410781033269,Arda Hauser,"Benzstrasse 5
1838 Brig-Glis",1984-11-27,Europe/Stockholm,56:4b:1f:b0:6b:65,971908082,-85.589597,CH,"$66,644.14",Volketswil,1984-08-26T03:47:12,27.468271
+41 0786435274,Florentina Siegrist,"Zehnderstrasse 75
8448 Küsnacht",1988-08-24,Africa/Casablanca,ef:32:bb:52:ac:d2,92,-109.247673,CH,$1.50,Affoltern,2016-09-24T03:16:20,26.2552625
+41786366001,Rosemarie Blaser,"Bergerstrasse 3
3229 Thalwil",1982-10-06,Asia/Jerusalem,72:00:7c:28:9d:e0,95004,170.773341,CH,$1.16,Bernex,1995-12-15T21:18:22,77.072108
+41762520410,Luisa Ritter,"Wyssstrasse 2
5791 Oftringen",1991-11-08,Europe/Skopje,d7:d2:fe:9c:64:e4,885804,-83.029471,CH,"$1,698.97",Einsiedeln,1986-02-09T04:21:03,-4.410981
+41 0794205483,Javier Wirz,"Stöcklistrasse 621
6162 Kloten",2016-06-16,Europe/Riga,88:2c:f5:df:79:92,56468029,-83.223673,CH,"$11,268.41",Val-de-Travers,1998-09-19T12:11:44,-43.901095
+410763706556,Alexandra Weibel,"Staufferstrasse 80
1595 Payerne",1978-08-17,America/St_Kitts,d1:7d:d2:ba:f7:7e,416592,9.535070,CH,"$33,442.16",Volketswil,1973-04-10T00:17:48,71.3923785
+41(0)782635060,Claire Leu,"Meilistrasse 53
7642 Thônex",2008-05-11,Pacific/Fiji,3f:f2:85:73:35:2f,90992,37.368324,CH,$52.53,Sarnen,1997-02-22T19:38:18,68.949227
+41 0795642496,Elsbeth Fuchs,"Bühlmannstrasse 2
5175 Bülach",1991-02-01,Africa/Dakar,54:c7:33:bd:ce:3f,83608709,-33.892342,CH,$400.64,Meyrin,2001-02-26T21:39:13,-57.854873
0784094076,Marcella Imhof,"Eugsterstrasse 4
7624 Brig-Glis",1979-05-06,America/Managua,4e:b0:c6:a0:f0:a6,152,83.739863,CH,"$46,965.71",Lancy,1971-07-17T13:41:01,65.160964
+41(0)773043051,Theo Furrer,"Weibelstrasse 3
9394 Stäfa",2009-03-07,Europe/Tallinn,6c:11:e5:bd:60:30,21824,136.697217,CH,"$28,648.39",Val-de-Ruz,2011-09-30T22:12:49,17.1562445
+41 0791085768,Milo Käser,"Bianchistrasse 38
3837 Payerne",1996-06-30,Africa/Tunis,10:c9:64:81:c0:6b,252,-170.263970,CH,"$33,181.46",Spreitenbach,2009-05-14T08:06:13,-27.9233265
+41 0787725485,Sarina Wenger,"Walterstrasse 5
2963 Bern",1993-01-11,America/Paramaribo,52:0e:47:72:80:52,5,75.780968,CH,"$21,475.85",Meilen,1975-02-23T07:17:42,58.1157345
+41797916763,Margarida Aebi,"Schulerstrasse 4
6109 Rüti",2017-06-24,Pacific/Ponape,ff:48:e8:0f:b2:d3,599960,138.439931,CH,"$86,522.82",Weinfelden,1992-10-25T23:47:11,-19.553692
+41 0764986528,Nadège Lutz,"Meisterstrasse 55
8009 Payerne",2004-06-13,Africa/Djibouti,cc:6d:0b:8e:a7:a2,10,130.678051,CH,"$84,417.39",Veyrier,1988-03-15T15:05:36,70.7133215
+41 0782926855,Sylvia Furrer,"Joststrasse 59
4330 Steinhausen",1991-05-13,Africa/Bangui,f3:7b:9b:7c:02:c8,62445,-149.354041,CH,"$70,808.51",Olten,1988-10-23T17:01:21,-32.499289
+41 0760530672,Mehdi Weber,"Baurstrasse 3
5755 Muri",2010-02-12,Asia/Kuching,88:86:c3:5f:22:cb,9,84.947446,CH,$19.89,Schlieren,1988-03-16T12:19:06,-2.2474975
0774905874,Melanie Michel,"Meierstrasse 49
4586 Allschwil",2005-03-14,Africa/Luanda,b0:4f:18:e5:d1:e0,19113,25.463785,CH,$38.12,Schaffhausen,2010-11-16T00:08:32,-35.4870175
+41 777577510,Friederike Iten,"Kuhnstrasse 34
4142 Münchenstein",2014-06-07,Pacific/Kosrae,aa:a3:9f:f1:f1:16,3869,-68.818111,CH,"$6,209.67",Lancy,1988-11-29T23:54:49,56.8295885
0794432924,Silas Mettler,"Hunzikerstrasse 59
9689 Horw",2010-12-06,Africa/Tripoli,ed:51:e7:39:67:69,607,57.666454,CH,$459.40,Urdorf,1970-06-05T13:03:42,65.5895785
+41792905296,Raquel Braun,"Stockerstrasse 9
4113 Zürich",2020-07-30,Europe/Rome,37:30:1d:75:aa:89,4839,-94.772273,CH,"$13,770.44",Binningen,1986-02-11T12:26:27,-68.7697275
+41 760105143,Barbara Schär,"Ernistrasse 29
7993 St. Gallen",1987-03-09,Africa/Windhoek,7a:94:3b:7d:0b:e9,3433,102.502791,CH,$61.13,Burgdorf,2011-01-03T05:22:40,22.170425
+41 0761980154,Alen Schuler,"Sigriststrasse 79
6233 Oberwil",1998-11-20,Africa/Johannesburg,47:27:f9:a0:d9:24,0,-169.156266,CH,$0.21,Stäfa,1975-02-06T23:22:37,69.517397
+41(0)765822375,Tibor Spörri,"Betschartstrasse 92
5329 Le Grand-Saconnex",2012-09-11,Asia/Kashgar,43:05:ae:0b:a0:49,602812214,30.787962,CH,$91.54,Wald,1977-09-03T23:20:09,-89.124559
+41(0)786695637,Marthe Erni,"Stadelmannstrasse 28
9932 Glarus",1974-01-19,Africa/Addis_Ababa,cd:4d:14:b6:6a:4f,22321471,-63.851446,CH,$573.78,Freienbach,1977-02-15T20:34:00,29.186297
+41(0)796405795,Gladys Hasler,"Beckstrasse 76
9310 Suhr",2018-03-01,Africa/Libreville,a4:fe:a7:32:36:a2,4649,57.993300,CH,$19.17,Maur,1979-08-30T11:23:31,54.090729
+41(0)787732629,Jill Michel,"Bauerstrasse 386
2718 Muttenz",2022-03-31,Asia/Pyongyang,a1:9b:0e:be:79:3d,860921,87.174719,CH,"$2,807.23",Thalwil,1993-07-23T15:01:20,-2.0988815
+41(0)766721673,Colette Bachmann,"Baumgartnerstrasse 408
2625 Weinfelden",2013-08-22,America/Barbados,5b:66:5f:b5:c7:89,87967112,-4.223095,CH,$16.03,Val-de-Ruz,1994-10-17T05:21:43,-21.6315215
+41 765342900,Amandine Schlatter,"Staubstrasse 18
1190 Riehen",1975-03-19,Africa/Lusaka,5f:7f:ba:44:ee:23,253902,-154.819493,CH,"$96,593.43",Oberwil,2003-07-21T15:15:29,4.585135
+41 0760366958,Jordan Lutz,"Fischerstrasse 597
9009 Gland",2000-12-20,Asia/Vientiane,e7:9f:ca:33:c7:8a,7555474,-135.476435,CH,$5.13,Oberwil,2011-10-08T09:22:46,-42.6994355
+41766015930,Annette Schnyder,"Lutzstrasse 34
2286 Gossau",1986-03-24,Asia/Muscat,93:cd:8b:93:bb:68,622,21.238560,CH,$9.35,Schlieren,2015-07-28T23:26:55,-33.198492
+41(0)766623650,Liliana Ferrari,"Eugsterstrasse 614
2928 Risch",1999-09-17,Africa/Maseru,0d:5f:b3:c3:56:18,2083,-178.038763,CH,$7.38,Pfäffikon,1976-04-04T19:11:23,-3.252905
+410796390902,Daniel Hess,"Pfisterstrasse 33
2355 Emmen",1973-04-10,Pacific/Guadalcanal,4c:cd:62:d9:d0:fc,3,-9.885007,CH,"$3,284.04",Meilen,1972-04-29T05:31:31,86.7492715
+41 763645433,Simeon Siegrist,"Schumacherstrasse 67
4604 Thalwil",1991-08-04,Africa/Monrovia,50:7a:6d:01:ee:97,966307,-97.878369,CH,"$99,548.62",Baar,2022-11-20T18:59:55,-52.9647985
+41(0)776982585,Volker Keller,"Grossstrasse 70
2410 Emmen",1979-04-09,Asia/Riyadh,f4:25:a1:5e:fe:ec,49864,46.082695,CH,$6.25,Wohlen,2022-08-14T23:16:30,42.5525195
+410791916021,Rémy Hodel,"Käserstrasse 840
9910 Ebikon",1996-01-05,America/El_Salvador,e2:5f:37:ca:92:3c,50,54.476278,CH,$228.62,Vernier,2009-06-05T06:54:07,-28.2864955
+41772594614,Serkan Thommen,"Blaserstrasse 6
2003 Davos",2010-06-07,Atlantic/Cape_Verde,e2:ee:cd:3d:42:e0,887985369,-6.209922,CH,"$4,568.57",Ecublens,1973-11-29T07:35:19,59.3119625
+41(0)794901558,Danilo Wyss,"Hoffmannstrasse 25
1064 Lausanne",2014-04-06,Asia/Pyongyang,5c:cf:97:70:b9:d3,7975433,145.792751,CH,$8.59,Gland,2015-11-15T07:09:14,28.429121
+410760525622,Dragica Schaub,"Bachmannstrasse 54
4547 Herisau",1989-01-04,Africa/Monrovia,70:a7:12:ca:e5:3f,45636246,30.601187,CH,$25.33,Vernier,2022-05-22T08:08:42,-68.520893
+41 782606031,Valon Kunz,"Schmidstrasse 659
5679 Wohlen",1994-07-08,America/Rankin_Inlet,d9:78:a9:4a:ee:bd,34256705,-115.629263,CH,$190.64,Bern,1994-02-04T08:25:37,76.6034375
+410797926358,Bajram Ferrari,"Kägistrasse 33
6157 Meyrin",1983-12-10,America/Caracas,9c:75:2b:07:09:8e,453446667,-58.392540,CH,$601.32,Winterthur,2022-08-19T08:00:20,12.1734815
+41775475850,Johann Benz,"Kaiserstrasse 181
6920 Münchenbuchsee",2019-09-26,Africa/Kinshasa,a7:d3:a6:59:6c:f7,486731949,28.528976,CH,"$5,420.12",Montreux,1986-09-17T20:15:16,36.511929
+41760337490,Oskar Wehrli,"Müllerstrasse 54
6073 Glarus",1990-07-15,Europe/Ljubljana,76:91:9b:f2:6b:ea,521047,-84.184756,CH,$44.00,Burgdorf,2004-09-20T18:11:36,-10.9322535
+41776197200,Magdalena Rey,"Eggerstrasse 1
2147 Weinfelden",1993-04-03,Africa/Khartoum,ec:aa:38:e5:49:f4,1257908,67.588069,CH,$783.19,Kriens,1988-02-29T15:57:47,76.2389335
+41 0790833626,Arsim Kuhn,"Gigerstrasse 5
4411 Davos",1979-06-16,Europe/Tirane,36:8e:41:48:54:36,59061,-8.840467,CH,$43.44,Biel/Bienne,2012-01-14T15:06:19,61.5001255
0777571168,Irena Wenger,"Baurstrasse 420
2612 Einsiedeln",1992-05-22,America/Jamaica,a0:8d:08:b2:6f:d2,28450570,-116.652577,CH,"$83,513.19",Männedorf,1971-10-10T05:24:14,83.8924345
+41(0)791777616,Veronika Steiner,"Wegmannstrasse 91
8514 Wettingen",2005-11-09,Europe/Malta,69:bf:0b:e5:6b:af,0,120.893491,CH,$61.19,Steffisburg,1988-05-12T13:08:36,2.106541
+410763562658,Ludwig Zimmermann,"Bernasconistrasse 7
3054 Amriswil",2001-05-19,Africa/Brazzaville,dd:48:16:d1:53:8b,9529,110.968507,CH,"$1,575.30",Birsfelden,2020-04-25T02:46:32,31.076709
+41770874464,Angelina Baumann,"Zieglerstrasse 9
5838 Münsingen",1983-02-03,America/Caracas,1b:12:02:42:e4:72,757,-53.314676,CH,$604.93,Frauenfeld,1996-04-21T15:57:40,13.1136255
+410773386108,Celine Weibel,"Schmidstrasse 837
4212 Ecublens",1991-10-12,Africa/Luanda,8b:1d:72:97:39:09,3,163.853412,CH,"$92,023.03",Vernier,2016-03-05T04:48:52,11.6407425
+41 797832861,Lola Hug,"Thommenstrasse 2
2912 Thalwil",1989-02-28,Africa/Khartoum,69:3f:12:e9:a5:14,3,-142.286038,CH,"$93,816.08",Schaffhausen,2010-03-08T17:10:46,-49.4451265
0771486212,Géraldine Winkler,"Christenstrasse 3
7185 Birsfelden",2016-09-30,Asia/Saigon,fc:f6:92:a8:73:90,429476,166.664977,CH,$1.63,Villars-sur-Glâne,2006-05-17T03:04:22,15.788576
+41 0781237517,Fatime Schneider,"Grossstrasse 54
9570 Lutry",1988-07-03,Europe/Istanbul,d0:30:51:7f:01:9f,651421,-28.237219,CH,$7.31,Bassersdorf,2004-01-16T00:41:54,42.829040
0775094884,Liliane Bühler,"Gfellerstrasse 155
3116 Carouge",1990-10-09,Europe/Brussels,5e:06:c4:cd:3a:12,15,16.313740,CH,$1.13,Sitten,1976-01-03T20:10:15,-23.292224
+41781544934,Fanny Ziegler,"Lutzstrasse 6
7387 Pfäffikon",1997-06-21,Asia/Nicosia,d1:4c:d5:e5:00:28,34871519,-1.374133,CH,"$7,267.08",Steffisburg,1988-01-24T02:39:32,6.712208
+410793144446,Besart Baur,"Schärstrasse 303
4728 Spiez",2000-12-20,Africa/Dar_es_Salaam,f0:4c:73:33:f1:30,30492,107.747368,CH,$940.36,Pfäffikon,2003-05-21T13:59:01,53.5986775
+410785476522,Silvan Wenger,"Herzogstrasse 35
1904 Kreuzlingen",1974-07-25,Pacific/Efate,da:e2:fe:53:53:2a,5231,-160.245736,CH,$971.24,Allschwil,1999-12-06T22:21:30,-24.937208
0760090826,Filomena Stadelmann,"Ammannstrasse 260
6326 Ecublens",1987-03-10,Europe/London,f2:dc:95:d5:dd:32,3424836,98.713689,CH,"$4,687.80",Worb,1976-09-30T18:45:13,18.042423
0765890938,Yael Bader,"Kaufmannstrasse 17
3747 Nyon",1997-04-30,Asia/Baku,10:f3:ee:c0:ed:0b,947188,94.350959,CH,"$22,420.07",Thônex,2019-04-22T22:37:46,46.9358755
0782033927,Rinaldo Christen,"Jäggistrasse 46
6914 Ebikon",2001-10-06,Europe/Amsterdam,a8:f3:5a:4a:ec:d7,4,-164.788480,CH,"$3,635.96",Wetzikon,1987-09-06T19:32:24,-9.5316015
+41 0766913938,Dejan Staub,"Baderstrasse 35
8034 Locarno",2015-08-22,Africa/Johannesburg,a5:42:8f:31:2b:7d,3324845,58.522645,CH,$85.49,Sarnen,1987-02-27T04:03:06,-47.6118215
+410796013241,Sabri Mayer,"Huberstrasse 993
3143 Thalwil",1971-10-18,America/Tegucigalpa,ba:84:38:24:e3:35,9750610,-118.575150,CH,$75.82,Pfäffikon,2004-11-04T01:03:36,-30.053405
0795583523,Tamás Lehmann,"Betschartstrasse 4
5555 Buchs",2005-01-01,America/Antigua,e9:8e:15:91:40:b6,4415343,-70.939627,CH,"$14,633.55",Einsiedeln,1999-05-27T11:45:56,29.9973785
+41 0790407710,Daria Bianchi,"Knechtstrasse 5
8662 Chêne-Bougeries",1994-02-15,Africa/Lusaka,57:e2:70:95:d7:e5,37906889,35.853159,CH,$908.16,Zürich,2017-05-18T09:53:53,-50.5828135
+41 763400063,Erich Lutz,"Lanzstrasse 996
7367 Zofingen",1990-07-23,Asia/Yerevan,de:6d:68:4c:82:25,6788811,-170.434056,CH,$69.08,Arbon,1975-11-29T02:42:56,-89.983399
+41(0)771040994,Tomás Weber,"Stutzstrasse 37
7461 Urdorf",2000-04-11,America/Argentina/La_Rioja,32:88:7c:41:6a:6a,463,-2.827515,CH,"$7,698.71",Siders,1984-09-19T03:26:49,-3.4308385
+41763384922,Nemanja Schär,"Bucherstrasse 18
6752 Lugano",2003-07-16,Africa/Blantyre,9d:a8:8e:97:c0:b8,663995853,-41.749173,CH,"$7,833.47",Spreitenbach,2021-07-06T09:45:04,41.5453045
+41 760792602,Dafina Spörri,"Sutterstrasse 97
5026 Glarus",1996-01-24,America/Guatemala,2d:d1:80:3e:2c:5f,9,-46.484648,CH,$22.63,Muri,2008-04-08T18:40:18,-40.7659365
+41794023898,Gudrun Ferrari,"Bühlerstrasse 82
5850 Kriens",2004-01-27,Europe/San_Marino,7a:d9:9b:5b:47:21,6927927,12.362227,CH,"$7,478.59",Rüti,1975-04-28T21:54:11,11.1784765
+41781952280,Louis Peter,"Grafstrasse 33
2166 Delsberg",2009-11-23,Africa/Accra,05:37:85:64:58:84,97968408,-6.996718,CH,$36.74,Horgen,2020-07-08T03:19:06,82.4539965
+41 780235254,Kathrin Blum,"Fischerstrasse 232
1517 Reinach",2016-07-11,Africa/Dar_es_Salaam,b4:2d:e0:1d:8a:3d,22,71.665756,CH,$42.40,Locarno,2022-02-11T07:27:32,-44.216251
+41 793144225,Udo Hoffmann,"Grobstrasse 49
5405 Münchenbuchsee",1976-01-23,America/Costa_Rica,0b:60:a9:8d:bb:5a,7,-21.944889,CH,$6.68,Rheinfelden,1981-11-11T04:34:08,49.270133
+41 0775815527,Margaretha Gasser,"Benzstrasse 417
3507 Wil",2014-05-18,Europe/Vatican,ff:57:2d:b1:c4:f6,5234,-63.935326,CH,"$7,700.99",Ostermundigen,1976-10-28T19:57:58,49.3054825
0783571151,Hansjürg Iten,"Siegriststrasse 99
5207 Biel/Bienne",1983-06-13,Asia/Calcutta,83:40:15:7e:2a:63,94,9.529055,CH,$793.52,Kriens,1970-09-24T11:53:35,44.763319
+410785042177,Semir Seiler,"Hoffmannstrasse 96
2602 Martigny",1990-05-27,Asia/Aden,ee:af:b0:23:48:c3,4,81.502368,CH,$4.61,Gland,1986-11-27T19:29:36,3.0636135
+41766030309,Kelly Merz,"Peterstrasse 78
2931 Chêne-Bougeries",1985-12-06,Europe/Zagreb,57:7b:95:7a:7f:c1,310753,-173.792769,CH,"$8,197.07",Richterswil,2023-03-01T01:25:45,-45.4569535
+41 796766092,Antonietta Hoffmann,"Gloorstrasse 64
6879 Rüti",1971-10-06,Africa/Dar_es_Salaam,ec:93:48:d4:92:12,94839508,-43.833692,CH,$0.24,Reinach,1982-05-26T09:49:56,-61.6677355
+410792856697,Ivo Michel,"Weibelstrasse 3
4552 Freienbach",1983-01-28,Europe/Rome,21:2f:57:d2:1f:00,26907413,168.125328,CH,"$97,056.12",Allschwil,1975-09-06T05:08:46,-7.928102
+41 0764712244,Gregory Frick,"Widmerstrasse 250
4469 Horgen",2008-03-24,Asia/Dhaka,49:23:80:e5:ec:0b,98180,169.440364,CH,$907.23,Hinwil,2009-01-30T12:22:05,-30.625679
+41 0782887667,Eléonore Vogel,"Pfisterstrasse 128
2220 Ittigen",2001-05-14,America/Paramaribo,be:c6:f7:e3:e6:6e,812,-18.284569,CH,$88.24,Wald,2001-10-21T19:22:28,4.1348815
+41 783572954,Philip Moser,"Hermannstrasse 21
6396 Villars-sur-Glâne",2001-07-17,America/Antigua,07:49:22:63:e7:3f,4423991,-131.621005,CH,$221.35,St. Gallen,2001-10-18T22:51:26,12.9821055
+41 0791812443,Radmila Bühlmann,"Merzstrasse 66
5257 Wil",2005-12-05,Africa/Maseru,df:6b:ea:e7:e1:f5,1,-70.450254,CH,"$37,476.23",Zürich,1987-07-22T07:10:55,-2.725134
+41 795737042,Wilfried Jost,"Reystrasse 94
2716 Ittigen",1999-11-04,Asia/Nicosia,75:1f:3d:5d:de:fd,2339,-140.287051,CH,$79.14,Zollikon,1987-07-31T18:05:35,-44.442759
+41796806138,Martina Studer,"Wüthrichstrasse 66
6352 Flawil",2018-06-04,America/Grenada,70:37:e9:ea:2d:5f,28798,-130.481241,CH,"$54,271.84",Hinwil,1976-11-15T04:14:02,-42.313931
+41 761221564,Alexis Bauer,"Kaiserstrasse 524
5508 Kriens",2009-12-06,Africa/Ouagadougou,a3:2c:4b:0a:fb:42,2937,24.220957,CH,"$1,775.06",Zofingen,2018-08-13T17:40:50,66.7920285
+41787575417,Cornel Wyss,"Baurstrasse 35
7710 La Tour-de-Peilz",2003-08-24,Asia/Seoul,76:47:fd:7a:33:1c,430632,20.461002,CH,$61.24,Steffisburg,1993-07-11T13:37:09,43.097162
+41(0)770522015,Annika Tanner,"Bernasconistrasse 31
5396 Freienbach",1984-04-21,Africa/Brazzaville,5c:72:97:0b:50:78,2251,-38.505045,CH,$317.20,Montreux,1996-10-09T14:08:40,48.9597475
+410765526179,Elina Bucher,"Scheideggerstrasse 3
4206 Martigny",2023-07-08,Africa/Tunis,7b:d3:61:02:7a:f7,97,110.599633,CH,"$30,916.08",Naters,2021-09-21T08:23:45,48.2213235
+410765186446,Miranda Portmann,"Stuckistrasse 48
2817 Adliswil",1973-02-10,Africa/Luanda,c0:f8:2c:07:d3:16,1539207,110.068225,CH,"$95,475.43",Ittigen,1976-01-04T19:32:35,61.806688
+41(0)760620524,Tiago Iten,"Hermannstrasse 877
1754 Pratteln",1976-04-04,Africa/Tripoli,42:6f:88:01:12:8c,73448,-94.765390,CH,$72.54,Uzwil,2023-04-28T06:12:41,2.6211765
+41793133702,Dalibor Zehnder,"Grafstrasse 1
1164 Nyon",2002-11-19,Africa/Nairobi,20:56:4a:dc:a0:77,16627544,-126.700838,CH,"$74,256.87",Maur,1994-01-15T21:26:40,-66.667464
+41(0)781337511,Laurent Baur,"Schürchstrasse 37
9427 Liestal",2006-06-26,America/Barbados,17:05:bf:b3:89:95,251578,-61.366789,CH,"$32,566.96",Pfäffikon,1997-06-28T15:34:50,12.750884
0782677426,Marcus Albrecht,"Freystrasse 318
7472 Zug",2017-03-06,Africa/Kigali,23:c0:3f:bc:a8:0a,800624637,12.786239,CH,"$59,692.79",Thun,1983-07-13T19:09:34,-80.150789
+41 0760414517,Hubert Bucher,"Leustrasse 21
3539 Kloten",2009-01-18,Asia/Phnom_Penh,96:e8:e4:6a:20:94,18489,87.382387,CH,$7.99,St. Gallen,1998-07-09T11:04:26,-15.797214
+41 0781660015,Beata Wüthrich,"Wirzstrasse 625
8651 Wallisellen",2005-04-30,Asia/Seoul,15:a4:b4:dd:5c:c3,18720213,115.681654,CH,"$1,877.58",Einsiedeln,2002-08-28T02:37:11,-75.380465
+41781271857,Agata Kägi,"Jennistrasse 874
8293 Einsiedeln",1999-10-15,America/Guayaquil,18:d1:5b:cb:5d:ba,668041,50.271529,CH,$98.17,Belp,1996-08-07T13:19:42,-85.260356
0793995549,Massimiliano Schmid,"Gfellerstrasse 95
1032 Gossau",1986-08-26,Pacific/Funafuti,e2:61:a4:e7:2d:1b,390907929,3.483486,CH,"$5,723.56",Pully,2014-11-18T13:18:57,-20.472092
+41 0781244425,Malgorzata Giger,"Wegmannstrasse 18
5080 Köniz",2001-09-03,Australia/Currie,82:26:4a:6d:23:e4,7231,160.600434,CH,"$2,110.00",Freiburg,1993-04-10T17:42:02,53.6569355
+41 784761345,Karl-Heinz Felber,"Bachmannstrasse 87
3294 Bassersdorf",2022-10-20,Africa/Niamey,b8:d0:f1:4c:74:bd,537276905,89.557362,CH,"$1,161.16",Amriswil,1986-06-07T18:06:18,-40.3796425
0795652767,Alexander Blaser,"Wehrlistrasse 88
3080 Dübendorf",2016-09-12,Africa/Bangui,dc:29:20:0d:b8:bf,25,-175.604729,CH,"$3,843.67",Suhr,2013-07-05T21:53:56,-47.0724175
+41795420216,Ilona Wirz,"Walterstrasse 24
7782 Naters",1995-08-18,Asia/Ashgabat,46:28:40:f9:2b:9f,12392,170.766963,CH,$741.68,Zürich,1974-02-25T23:15:49,68.8528995
+41775113888,Tiziana Moser,"Wyssstrasse 39
3431 Lenzburg",2020-02-07,Africa/Porto-Novo,85:20:c6:1f:e7:88,94,140.619219,CH,"$2,534.63",Birsfelden,2011-10-02T01:59:15,4.3278795
+41774026380,Alex Hoffmann,"Hermannstrasse 870
2339 Neuhausen",1985-02-09,Africa/Accra,65:90:35:6c:d2:04,147,89.422431,CH,$1.77,Allschwil,1979-06-21T03:45:02,79.6942435
+41 0782327038,Charlotte Fehr,"Ottstrasse 15
3344 Bassersdorf",2012-11-01,Africa/Ndjamena,00:c6:20:e1:66:64,840,57.704444,CH,"$1,246.00",Lutry,1973-12-01T17:45:41,18.8499015
+410774721758,Fabienne Berger,"Felderstrasse 674
4407 Lancy",2008-12-01,Asia/Kuwait,38:0e:6e:0d:60:2d,3961,-129.072957,CH,$9.50,Zürich,2004-03-28T05:55:45,41.6375475
+410770263639,Devin Müller,"Jennistrasse 44
6103 Horw",1989-05-24,Pacific/Auckland,5f:39:e9:35:7c:a5,6960,-48.268842,CH,$0.28,Ebikon,2020-02-29T20:32:26,-59.637441
+41 797805429,Margit Hodel,"Haslerstrasse 2
8756 Zollikofen",1993-05-25,Europe/Bucharest,65:78:aa:b2:7a:b0,332,100.227444,CH,"$57,142.98",Renens,1990-12-01T13:04:29,88.3721485
+41(0)764734606,Pasquale Siegrist,"Freistrasse 98
7708 Münchenstein",1979-10-23,Asia/Dili,08:f9:11:06:9a:f8,3197,99.540286,CH,$49.28,Adliswil,2020-06-01T05:29:20,-57.202212
0764716290,Siegfried Giger,"Kernstrasse 38
7779 Gossau",1999-03-29,America/Guyana,46:bd:16:96:27:46,1,-87.623694,CH,$105.05,Plan-les-Ouates,2020-12-29T16:17:03,52.4453545
+41(0)790570534,Henry Kessler,"Vogtstrasse 6
8565 Baden",2003-01-11,Africa/Mbabane,bd:2a:e5:50:dc:f8,5749,123.028444,CH,$53.39,Monthey,1987-11-17T12:17:55,-51.4882925
+41 0794435891,Safet Berger,"Maurerstrasse 64
5235 Gland",2015-09-21,America/Nassau,22:de:3b:86:7b:b4,29413433,83.425075,CH,"$1,584.46",Le Grand-Saconnex,1971-11-20T03:40:35,27.9129345
+41760541405,Oswald Stöckli,"Beckstrasse 1
5187 Renens",1978-05-11,Europe/Malta,df:ee:5a:67:c5:9b,85551841,-30.246876,CH,$56.97,Val-de-Travers,1994-08-06T00:32:24,8.2955895
0774445011,Tom Maurer,"Furrerstrasse 804
2964 Suhr",1981-08-24,Asia/Calcutta,1e:06:7b:af:b2:56,3068037,-166.381360,CH,$8.80,Worb,1973-05-21T19:14:33,-58.251232
+41 797630329,Jasin Leunberger,"Meilistrasse 7
8895 Delsberg",2018-05-04,Europe/Bucharest,86:26:79:06:0e:57,3511,-135.866334,CH,$696.75,Ebikon,1976-01-20T12:04:43,-26.7230295
